,review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
882,"Absolute garbage, how anyone can rate this higher than a 5 is beyond me, I was already bored after the first 4 hours and never wanted to play it again. I am a pretty decent pokemon fan but this game is so empty and dead and looks like im playing and unfinished PS2 game. Literally no thought was put into the art direction, its as if all they did was raise the terrain in random areas and splattered on some copy and paste trees and called it a day. The gameplay it fun at least, and its finally something new and fresh and I believe that they can build upon this and make a better game in the future, but this aint it chief.",31-Jan-22,3,0.230769231,7,7,3.4
883,"The ingredients are there but combined in an incredibly lazy, low-effort way. Optimistic that they will continue to try new things, but this misses the mark ik polish, story and variation in gameplay.",31-Jan-22,3,0.25,1,5,8.3
884,"the score above 7 are pure fanboy, the textures are terrible, the tutorial is very long, you have to be 2 meters from a pokemon to see why, if not it doesn't load, the sound is broken, you can beat the game without fighting, except for 4 fights. you can beat pokemons that take 20 levels out of you effortlessly...the intention was good, but they have made a low budget Breath of the wild impact, sad on the part of nintendo",01-Feb-22,3,0.146341463,1,2,0
885,A game that should have looked like this at least 10 years ago. Consider how much money GameFreak is making from the franchise and end up giving the fan such a bad game. The animations have once again been taken over from the 3ds game Ultra Moon and Sword. You work through checklists and have very few trainer fights. If it was an indie game it would get a 7 out of 10 but this is one of the biggest franchises in the world!,31-Jan-22,3,0.333333333,1,2,0
886,Es una lastima para los verdaderos fanÃ¡ticos de pokemon que en 2021 nintendo tenga los huevos de sacar esta basura,28-Feb-22,3,0,12,23,8.7
887,"Pros: Some music; the design of some PokemonBad: Technically unjustifiable; Pokemon are lifeless puppets wandering in an empty world, without any level design, devoid of ecosystem; unbalanced and unclear combat system; banal and redundant story.",03-Feb-22,3,0.4375,2,2,0
888,"Bare bones of a game, decent gameplay mechanics but surrounded by ugly graphics and a bland story, could be far better, and any fan that settles for this it's not helping the franchaise.Yes, praise the good things of the game, the new things that they've tried with the capture mechanics, the combat, etc, BUT PLEASE, say the truth, it's an average game at most when you see the full picture. Let's not make a battle of 0's and 10's, we can argue about giving the game from a 3 to a 5.5/6 rating, but anything else it's just unfounded hate or fanboyism.",29-Jan-22,3,0.171428571,4,5,7.5
889,"NO...no. This could not be a game from 2022. It looks like an early Gamecube game at best. Its horrible looking. Why did i buy this trash. The open world gameplay is nice and battling Pokemon is kinda fun but thats all there is thats good oh and a good size amout of pokemon. Again, this is Nintendo putting something out there where ppl playing PS4 or PS5 are rolling off there chair laughing at this game. I love Nintendo to death but this is pretty bad, Yes, its bad.",29-Jan-22,3,0.122807018,57,57,8.9
890,"It would be a pretty solid Nintendo Gamecube game. As a Nintendo Switch game, it's offensive to the fans",02-Feb-22,3,0.352941176,8,8,3.1
891,"Pokemon Legends was an extreme disappointment for me. I was super hyped for this game as a lifelong Pokemon fan, but also as an RPG fan. This game fell short of my expectations in several different categories.Firstly, the combat feels horrible to me. They revamped the stats and combat system for Pokemon Legends, but it doesn't feel good. Every move hits so hard, and you will often lose several Pokemon battling a wild Pokemon. You will almost always lose a few when fighting an Alpha Pokemon or a Noble Pokemon. A lot of people seem to think this makes the game more challenging, but to me it just made it more frustrating. I still never blacked out or lost my entire party, I just had to craft a boatload of revives and potions after each fight.In addition to this, they removed abilities from the game and instead added ""Agile"" and ""Strong"" style moves. You can use agile to perform and weaker attack, or strong for the opposite. While this seems cool in theory, battles rarely ever last long enough to reward using agile style. I personally feel like abilities made Pokemon more unique and provided for a more interesting combat experience. Overall, I tried to avoid encounters with wild Pokemon and catch them without entering combat if possible.Secondly, the story blows. One of the main appeals to most RPGs is their stories. The Witcher, Skyrim, Horizon Zero Dawn, etc. all have deep stories with plenty of twists and turns that keep you engaged. The story in Pokemon Legends is extremely vague and offers very little conclusion even upon full completion. You're basically a kid who fell through a space-time distortion into ancient Sinnoh where Pokemon are going crazy. Upon completion of the story and the entire Pokedex, you still haven't figured out who you are and why you fell through the space-time rift to begin with.Third, calling this an ""open-world RPG"" is laughable. The game is extremely linear and you are bound to certain areas until you complete the main quest. This isn't like Skyrim, Fallout, or Breath of the Wild where you can freely go where you please and complete the story how you like. There are no meaningful choices involved at all. You can explore the areas you've unlocked to your heart's content, but there aren't really any side stories or anything. The world is bland and lacks depth. There aren't any cool puzzles or hidden areas to discover. Ultimately, this just felt like a different take on the existing Pokemon games. It certainly didn't feel like the revolutionary open-world RPG that it was hyped up to be.Lastly, I tried not to judge this game too harshly off of graphics and performance, but unfortunately, it is impossible to overlook that aspect of the game. This game plays and looks worse than Skyrim, a 2011 game. There are FPS drops that make the game laggy and feel bad regardless of whether you play handheld or docked. I know the Switch isn't a very powerful system, but it sure ran Breath of the Wild a heck of a lot better.Overalll, I think Pokemon Legends is a cool idea with awful execution. While it was enjoyable at times (especially in the beginning) doing the same thing over and over got old pretty fast. This game feels close to being something awesome but falls short in way too many crucial areas for me to warrant giving it more than a 3 or a 4 at best. Unfortunately, due to the shockingly good reviews this game has gotten so far, I don't think Game Freak or TPC will make efforts to improve on these areas in the future, and Pokemon will continue to go downhill as a franchise.",06-Feb-22,3,0.571428571,1,1,0
892,"Leaving aside the pitiful graphics it looks like a game made without desire, unfortunately disappointed in what will be the first pokemon game that I will not complete.",29-Jan-22,3,0.122807018,1,1,0
893,"It's fun in the short term, but it doesn't have much in the way of replayability, or even story despite the fact that it's supposed to be narrative driven. Most of the game is catching PokÃ©mon until it's time for you to do the same repetitive task of calming the angry lord PokÃ©mon. PokÃ©mon is no stranger to repetition, but it's less challenging than the PokÃ©mon Gyms in previous games. Those at least had a few trainers each, different puzzles to solve, and Gym Leaders weren't hard to beat, but if you weren't prepared you could lose or just barely win. The lord PokÃ©mon are much easier to beat than Gym Leaders, and it's a much more tedious task. You just throw balm, battle, throw balm, battle again, and throw balms. Or you can skip the battles completely and just throw balms. Even Dialga and Palkia can be cheesed by just throwing balms, and they're some of the final bosses of the game. There's a huge lack of trainer battles in the game. You're lucky to see one every half hour. I'd say it's closer to one an hour unless you're at the few segments in the game where you're forced into back to back battles. There's no post game facility like virtually every other main series game after Crystal, and there are about 240 PokÃ©mon, so very few to choose from in regards to team building. On subsequent playthroughs if you can actually bring yourself to replay the game you'll likely end up using the same PokÃ©mon because there are so few encountered in the first 5 or so areas. There are a decent number of side quests (or ""Requests"" as the game calls them to differentiate from the main quests or ""Missions""), but most of them are simple fetch quests. Bring an NPC x number of y item(s), show them a certain PokÃ©mon or PokÃ©dex entry, etc. and there's virtually no multiplayer besides trading, despite every other main series game having player vs player battles which never detracted from the single player experience. The world is also full of barren fields or mountains that have maybe 2 or 3 PokÃ©mon on screen at best 99% of the time, which is inexcusable because the areas are relatively small compared to other open world games (I'm using that term loosely for this game). Other games of this nature you'll find settlements or structures with characters who will give you quests or you can explore a dungeon. No such luck here, you'll just keep walking seeing the same PokÃ©mon and plants over and over again.The game is mediocre at best, bad but not terrible at worst. I know bad games, because I've played the Two Worlds games and Sonic '06.I really wanted to like the game and hoped it would be good, but I was thoroughly let down. PokÃ©mon Sword and Shield and PokÃ©mon Brilliant Diamond and Shining Pearl are miles ahead of this game in terms of content, replayability, and following the concept of the series as a whole.",29-Jan-22,3,0.125,3,3,0
894,"It's a common point that people make that graphics don't matter, it's all about style and gameplay. Well in this game, you don't have visual quality, but it also looks artistically defunct. The copy-pasted houses in the small village thing, only a few trees spaced out unnaturally using the same model and size, the shiny, flat textures on the ground... And people act like moving in a somewhat open space is a huge innovation, when that has been a standard thing for more than a decade. They are on a point where they can say ""It's a pokemon game, people will buy anything as long as it's a Pokemon game"".",29-Jan-22,3,0.12962963,1,1,0
895,"ä½ä¸ºä¸?ä¸ªæ°?æ??³»?ï¼? è???±»æ¯ä¸»ç³»åä½åï¼è¿??¨ª?æ¯è¾å¶ä»RPGï¼é½è¿äºç¼ºä¹æ¸¸æ?§ï¼ä¸ºäº?ºæ¢°?å¤?å??¾ä¸?æ?¥äºå¤§é¨?èµæºï¼?´å¤±?»äºRPG?çµé­ã??""Jan 30"," 2022""",3,0.153846154,1,1,0
896,"Quick and easy review:- The story is not bad at all.- Empty and lifeless world.- Bad physics, textures and framerate.- Rough controls.- Terrible typography.- The worst open world in an AAA.- You have to be a hardcore fan to like it.",30-Jan-22,3,0.146341463,1,1,0
897,"Es una vergÃ¼enza que una de las franquicias que mÃ¡s dinero genera trate con tan poco respeto a sus fans como para cobrar 60 euros por una versiÃ³n alpha de un sistema de captura. La Ãºnica razÃ³n por la que es entretenido, que lo es, es por ser PokÃ©mon.",31-Jan-22,3,0.2,1,1,0
898,"The first 3 hours have been awesome, but the exact same procedure in ugly environments, which are repeated in the next 4 areas is the worst. The story is bad, as well as the gameplay or the animations of the figures. Actually, its pokemon stadium with better graphics. A shame for this game studio.",31-Jan-22,3,0.235294118,1,1,0
899,"This game looks like a beta. It is not finished. The technical section is a disaster, it has bugs, it is very flat and the textures are not attractive at all.For all the money and support the company receives, it's a game made with very little desire. The new mechanics aren't much, and the combat lacks any appeal.We need the company to get its act together or this saga will go to waste. Very disappointed.",31-Jan-22,3,0.230769231,1,1,0
900,"This game has about an hour of tutorials (if you scream through them), a ton of time of useless dialogue, and the worst offense of all - MMO mechanics. Use a move X times, catch this pokemon Y times, kill this pokemon Z times. You HAVE to do this to progress in the game. If you buy this game, understand that it's a money wasting timesink with some cool mechanics sprinkled in to remind you of what could've been.",01-Feb-22,3,0.333333333,2,2,0
901,"Quitando los grÃ¡ficos penosos o las buenas mecÃ¡nicas de cazar, es el juego de PokÃ©mon mÃ¡s aburrido y simple que he jugado.",02-Feb-22,3,0.384615385,1,1,0
902,"Pokemon Legends: Arceus is more of a tech demo that experiences with new mechanics and quality of life features for the pokemon franchise than it is a fully fledged AAA title.PLA's main draw is that it attempts to shakeup the pokemon formula by modernizing the pokemon experience to more closely match what pokemon catching would be like in the real world and how it is depicted in the anime series.There is clearly some effort put forth here in executing this new formula, but just like almost every other recent iteration of pokemon, there are obvious signs of neglect and corner cutting.The most obvious signs of neglect come from its lackluster visuals. Graphics aren't everything sure, but in a semi-open world game where exploring the environment and catching pokemon is the main draw, how the world looks is an important aspect of the overall experience.Not only are the graphics sub par when compared to other titles on the same console, it doesn't even match the graphical quality of games from 5+ years ago.Now, if sub-par graphics are used to make up for hinderances due to performance that can be more understandable but that is not the case here.PLA has much less taking place on screen at any given time than many other open world games and it's also not technically an open world game as each individual area you explore is a restricted sub-set of the overall world based on what mission/objective is chosen from the ""Town Hub"" which is also the only town you'll be visiting.Given the restrictive nature of the ""open world"" and its sub-par graphics, it could still look better if simply more was taking place on screen. For example, if there were more trees, more grass, more pokemon, etc. even if the textures looked the way they do, there would be better immersion overall.Instead, we get poor graphics, a limited world, and barren empty environments. All of that being said, this unfortunately doesn't equate to better performance. The game still suffers from performance issues and pop-in.Aside from visuals and performance, the game itself has a repetitive gameplay loop.There are no dungeons in PLA, no real puzzles, no interesting caves, there are pokemon and there are more pokemon and your only job is to throw balls at them and/or fight them.Not having IVs/EVs, breeding, competitive battling, held items etc. removes a huge aspect of replay-ability and purpose from the game.Not having any interesting, nice-looking environments to explore, no puzzles, and no real challenges aside from making your character roll to the side make this overall experience very lack luster.Some would probably say that only ""hardcore pokemon fans"" would like this game but I disagree. I think there are plenty of hardcore pokemon fans who simply recognize this games flaws and are able to acknowledge this is not the definitive edition of pokemon or what we all wanted.If you like simply catching pokemon, reading lots of dialogue, exploring empty worlds, not having any real motivation or purpose aside from completing checklists, then you'll likely enjoy this game.For everyone else, you're going to be disappointed. I would assume though that the majority of the more critical gamers and pokemon fans already know this.I give GameFreak credit for trying something new but this is not the kind of pokemon experience I ultimately wanted. It's scratching the surface, it's getting there so to speak, but it's still lacking a lot of charm and polish.Given that this game has, I believe, only been developed for roughly a year or so, what they've managed to achieve in that time isn't bad necessarily but to call this a AAA Nintendo Switch title and to charge full price for it is disappointing.Again, if going back on the visuals and limiting the explorable world to small sub-sets at a time were for performance reasons, they didn't achieve their goal.The world is a bland, uneventful, empty, barren place. There are pokemon in it so, there's that but after you hide in a bush a few times, dodge roll some attacks, and throw a few pokeballs around, you've literally experienced the entirety of this game.There is a story sure, but it's somewhat irrelevant and is largely just tedious and not immersive enough given the state the rest of the game is in.Now maybe GameFreak will be able to use this ""Tech Demo"" as a starting point to create future titles and maybe in doing so we can expect/hope for more polish in the future but the point here is that PLA doesn't really add all that much to the pokemon franchise and the overall experience it offers is very lackluster and generic.I think part of the reason PLA is getting as much praise as it has is due to the fact that pokemon fans are literally starving for innovation. Coming from the 1:1 remake that is Brilliant Diamond and Shining Pearl, it makes PLA look revolutionary.Dodge rolling and open world exploration are not new ideas.",02-Feb-22,3,0.444444444,1,2,0
903,"It's interesting and good that Gamefreak finally decided to innovate, but the world is dead and looks very ugly. Art style of the world doesn't match that of the characters, buildings and Pokemon. Whose bright idea was it to create a realistic looking ground and grass with cartoon characters filled in the world? Makes no sense. Art direction is horrible. Want more evidence? Unity free asset store water.World is empty, nothing happens in it. It used to be that Open World games carried with them some feeling of prestige. There was always something to do in it and the worlds were filled to the brim with content. This game is the opposite and feels like a student project. Completely empty and void of ANY interaction or variety in nature. You literally cannot do anything.",04-Feb-22,3,0.444444444,1,1,0
904,"The Noble Arcenine made me hate this game, how in the world could they even consider this being good?! How am I suppose to avoid arcenine? The space is so tiny...",04-Feb-22,2,0.363636364,26,42,2.9
905,"The exploration is really bad to the point of unforgivable. Traveling through the world is just not fun since it's hard to press run button (why not B like other games?). And there are too many ""vehicles"" for the mode of travelling, with the ill design UI to switching between them. Also the company really don't know how encourage players by placing good fast-travel spots; like, there are no fast-travel before bosses or important battles, so you can't adjust team or select items right there and try again. So good luck running around the world again and again with the worst experience.On the other hand, the combat system is super screwed. The 3-on-1 is totally cheated... Like they don't know how balance the difficulty for a fair 1-on-1 combat. So hey, lets just **** up the players by let opponent throwing 3 pokemons out at once >:(",21-Feb-22,2,0.5,2,3,0
906,"Scandaloso come nel 2022 ci siano persone che non si lamentino del lavoro tecnico fatto con Arceus.""Ma l'importante Ã¨ il gameplay, non la grafica"" . Si, ma qui parliamo di una bassezza unica, che neanche ai tempi del DS c'era. Switch puÃ² permettersi di far girare una determinata grafica (Zelda ne Ã¨ la prova), ma qui si parla di pigrizia bella e buona, e non DEVE essere perdonata, dato che la cara Nintendo chiede almeno 60 euro per giocare ai suoi giochi (e non abbassa il prezzo cosi facilmente).",02-Feb-22,2,0.4375,9,9,6.5
907,"Graphics are awful. There is no excuse for having graphics/player animations worse than windwaker, a gamecube game (it's close, but far away things look far far worse in pokemon legends).Can't battle friends. This on it's own is insane.Removed hold items and abilities from pokemon. Absolutely dumbed down system. Getting rid of IVs is fine, but this is rediculous.People's standards for pokemon games are way too low. I don't know how you can play the game and see grass and trees not display from 30 feet away, generally look worse than gamecube-wii games, also just popping into existence when you get close, and flying animations of pokemon going at 2fps off in the distance, while looking at your character run like they pooped themselves and say it's acceptable. Remember that breath of the wild was MADE FOR THE WII U, and think of how that looks...I'm sure part of it is them using the ancient engine they used for pokemon x/y and sun/moon on the 3DS, but they still have responsibility for making the choice to use an abysmal in-house engine.",03-Feb-22,2,0.4,4,10,1.3
908,"Had to come here and rate this. I thought I would give the game a try given it?s a slight change in formula, and PokÃ©mon games are criminally lazy, conservative, repetitive rip offs. No good, just no good. It makes my mind hurt seeing so many ?critics??(aka YouTubers who are afraid of losing their access to early copies / brainwashed super-fans / bribed corrupt gaming media outlets) rating this game so highly. It sucks! I?m not even going to focus on the graphics but if you think they are acceptable in any way, you have no standards in life. This is a console that runs The Witcher 3. BOTW comparisons really hold merit in this department.The gameplay though, blimey??I just can?t fathom how fans are satisfied with this janky mess of gameplay. It?s like one giant wild area from SW/SH in terms of being empty and devoid of any interest except for the PokÃ©mon themselves. The battles have a new gimmick that barely matters or is completely broken. It?s the same rock, paper, scissors fare with crap animations.The story is absolute garbage. Surely there has to be a point where even the young kids that seemingly seem to be the audience that holds this series back, get sick of the narratives that they trot out. In 2022 we still have characters just stand there and wave their hands like characters from a 20+ year old Ps2 JRPG exposing about nonsense whilst everyone stands around awkwardly. No one has cared about a PokÃ©mon story for decades, why is there soooo much talking in this game. I can tell you why, to pad it out and make it long. Boss battles are lame. Who thought throwing infinite magic food bags was an inspired choice? That plus half baked dark souls roll dodging, yuck.If you?re a player who really, really likes switching your brain off and completing a PokÃ©dex, I can see the appeal. But it?s just soooo bad??Awful graphics and frame rate, awful story, bland repetitive gameplay. If it didn?t have the PokÃ©mon label it would be laughed into oblivion.Why, just why, would you invest your time playing this game, and not amazing games like God of War or Disco Elysium, or heck if you?re a kid, BOTW or Mario Odyssey. If you?ve completed all the great games like these, maybe go out to the park instead, just anything but this junk?¦Start being sensible with your money so that this franchise with so much potential can actually make some strides forward.",29-Jan-22,2,0.103448276,7,7,3.4
909,"Don't know where all the good reviews come from ... are the expectations already this low ?Gameplay:So first off: the first hours of the game are great. New Experiences, nice ideas and the whole setting is great.But: after the first hours this game is just a grind. Everything is repetitive and it gets boring.World: the world is just boring, no mysteries & nothing to really explore. Besides this the graphics are awful. The citys are all just copy and paste and the pokemon in the world are acting like robots.Also is the game on the technical level like a N64 game (bad animations, bad rendering, ....)So lets sum it up: Pokemon is finally progressing but not nearly enough. This game would be okay for like 30$ but not as a full price title. Of course some players will have fun with the game and they like to just grind the same things over and over again but this game is far away from being good. We shouldn't forget that this is not an Indie-Game (even if it looks like one) - this game is from GameFreak and its one of the most profitable franchises of the industry. So i just recommend everyone to wait for a massive price drop.Have fun & stay safe !",31-Jan-22,2,0.285714286,3,28,6.9
910,"NO TIENE TRADUCCIÃN EN ESPAÃOL DE MÃXICO.Por eso le doy esa calificaciÃ³n, por la indiferencia de Pokemon Company al paÃ­s que le ha dado popularidad al idioma espaÃ±ol, y en su lugar contrata traductores que adornan el texto con demasiadas expresiones de la calle (de EspaÃ±a) que nadie entiende e incluso algunas palabras que contiene son consideradas vulgares para los niÃ±os de este paÃ­s.",31-Jan-22,2,0.315789474,43,44,4.8
911,"Core gameplay loop is running from one resource node to the next while capturing each pokemon at least half a dozen times. Sometimes after stuffing their ass with berries first, sometimes after throwing ""balls of mud"", sometimes doing the same, but stealthily. I don't know who this appeals to, but it's not me. The zones are also void of any landmarks or points of interest, each zone is just a handful of vaguely different biomes littered with materials to gather and pokemon to catch - it's basically a few different wild area zones, and frankly the DLC wild areas in SWSH were more interesting than these. Different pokemon species behave like each other - you got hostile pokemon that seem to spot you from way further than you can even lock on tho them, you got skittish pokemon that run away and despawn when they spot you, and you got neutral pokemon that don't give a sh*t but that's the extent of variation in pokemon behavior. The ""boss fights"" are ridiculously easy, and the AI is so basic it can get itself stuck in level geometry. There is no way you'll get hit by the telegraphed attack patterns more than once. Side quests are mostly fetch quests. There are literal hours worth of dialogue, none of it voice acted. You'll probably mash B through most of it. Scaling through the story is a bit wonky, there isn't much of a reason to put effort into your team when whatever the next zone offers is usually stronger and higher level anyway. Or you could just bruteforce capture alphas and be way overpowered to anything you'll currently face.Battle mechanics have been heavily bastardized for this game. ATB turn order turn order means turns are no longer taken simultaneously, resulting in situations where you may find yourself in a unfavorable matchup against a much faster pokemon, and you don't even get the chance to switch out before the enemy takes one - or more turns. The game is missing like 70%+ of moves, and the remaining moves have been simplified to fit the battle system. The list of missing battle features continues, there are no: priority moves, abilities, held items, weather control, terrain, hazards, speed control, multitarget moves and more. Moves that alter attack or defense now affect both physical and special, stat changes are now limited to a single stage, and they only last for a few turns which is an odd change for sure. Status can also now be overridden by another. There are no pvp battles, but you wouldn't want them with these battle mechanics anyway.There are some good quality of life changes, like the ability to swap out learned moves on the go, instead of having to visit the move reminder. On the other hand we have lost mobile access to PC, and we can't fast travel between zones. First you must return to base camp, load into town, leave the gates again, load into the zone and then move to your location - because just flying directly to any point of interest like in any other pokemon game would have been way too convenient.The game is pretty poor looking on a technical level, and the artstyle is inconsistent which is a shame, if the game stuck to the artstyle it could have looked decent. Soundscape is also pretty barren and the sparse use of background music doesn't help to hide it.PLA is different, I can respect that. But it's also in a lot of ways just straight up worse than previous pokemon games and it doesn't stand on its own as a openworld-esque rpg either. If you want to observe pokemon, play snap. If you want to battle pokemon, play SWSH. If you want a open world RPG, play BotW. PLA has some aspects of them all, but does it very poorly.",03-Feb-22,2,0.428571429,2,2,0
912,"How do you defend a game of this quality?The PokÃ©mon franchise is one of the most profitable and people keep justifying Game Freak for this garbage. I'm glad they brought something new, but the quality is really poor, it's about time everyone let them know.",19-Feb-22,2,1,4,4,7.8
913,"Juego desfasado grÃ¡ficamente en todos los sentidos el Ãºnico punto bueno la nueva mecÃ¡nica de atrapar y combate,en todo lo demÃ¡s muy por debajo de todo lo de hay actualmente.",18-Feb-22,2,1,8,8,6.9
914,"Pokemon delivers once again a sub-par product that feels as clunky as it is uninspired. It hides itself under the veil of being open world, but in reality it's nothing more than a series of blocked entries and constant hand-holding set in a large map. Hell, it's not even possible to get out of the main village; you hit an invisible wall. You have to warp, with the map, to another point to change areas. Open world my @$$.The player is once again treated as someone who can't grasp the simplest gameplay concepts, yet the menuing is extremely convoluted. You get interrupted constantly by instructions, directions, and obligatory tasks to perform. This is not a game; it's a tour set on rails.I'll end this by saying it also has the worst graphics we've seen in the last 5-6 years. It's not even worth the previous generation of Nintendo console. It would barely be acceptable for a Gamecube title.Pokemon must be laughing hard to have so many blind dedicated fans that will buy every kind of minimal effort they're willing to shove down their throat at full price. It's unfathomable to me that some people dare to give this game scores of 9 or 10. Don't they have any standards?",03-Feb-22,2,0.5,8,11,4.1
915,"Okay Pokemon offers a slightly different gameplay. Which in itself might appeal to one or the other. However, the game is overrated in my opinion. Technically, it's not just a dress coat, it also looks ugly. Any 20 year old GameCube game looks better. Indi games on Steam without a lot of budget have a much better technique. There is not just one billion dollar company behind the game here, but two. So I can't rate it well. For 60 euros I expect quality in every respect.Okay Pokemon bietet ein etwas anderes Gameplay an. Was an sich vllt dem einem oder anderen auch gefallen mag. Allerdings wird das Spiel meiner Meinung nach viel zu hoch angepriesen. Es ist Technisch nicht nur ein Frack sondern sioeht dazu auch noch hÃ¤sslich aus. Jedes 20 Jahres altes GameCube Spiel sieht besser aus. Indi Spiele auf Steam ohne viel Budget, haben eine viel bessere technik. Hier Steckt nicht nur ein Millardenschweres Unternhmen hinter dem Spiel, sondern gleich zwei. Daher kann ich es nicht gut bewerten. FÃ¼r 60 euro erwarte ich QualitÃ¤t in jederlei hinsicht.",02-Feb-22,2,0.333333333,2,2,0
916,"2 - 3 cool gameplay mechanics but an ugly game, 20 years late, technically infamous, an inconsistent framerate, an empty game, repetitive and boring quests, a badly written scenario and the least good music from the license. It's good to want to renew the license and congratulations for taking the risk but nothing is going well",30-Jan-22,2,0.108695652,4,4,6.5
917,The game might be great but these graphics make me puke. Mario 64 looks more pleasing in my eyes. It's like a beta fan made game made by 1 person.,21-Feb-22,2,0.5,2,2,0
918,"Repetitive mechanics, empty scenarios giving the feeling of a dead space, short draw distance provoking popping and poor graphics that will undermine the overall experience. I cant beleive one of the most profitable IPs ever is not able to pull off a mechanics revamp and move to 3D. Time to say goodbye to GameFreak.",29-Jan-22,2,0.126436782,1,1,0
919,"Just retched. The battle system is the worst since the early generations and nothing is explained at all. Wild Pokemon that are 15 levels lower than my party will randomly take turn after turn after turn and kill me before I get to act during a battle. The crafting mechanics are bad, the areas are too big without convenient traversal, the Pokedex filling is really boring and assumes you'll catch the same Pokemon again and again and again. I don't want to catch the same Pokemon again, I want to catch new ones, but I'm stuck seeing the same 4-5 Pokemon over and over as I throw Pokeballs at bidoofs trying to fill up a meter.Just play the mainline generation 8 games instead if you want a Pokemon experience on the Switch, those are much better.",29-Jan-22,2,0.202531646,1,1,0
920,"Also sry, ja Pokemon macht mal was neues aber dennoch ist das Spiel nicht fertig. Ich erwarte von einer Millionen Franchise Marke wie Pokemon mehr als nur eine mehr schlecht als rechte Kopie von Monster Hunter Rise Elementen. Das Spiel hat eine Unterirdische Grafik und selbst fÃ¼r die Leistungsschwache Switch ist das nicht ok, siehe MH, BotW, Xenoblade chronicle etc. Ich verstehe auch nicht wie der Gameplayloop Spass macht, denn es besteht eigentlich nur aus Rollen und Ball werfen + manchmal etwas KÃ¤mpfen auf nem sehr einfachen Schwierigkeitsgrad. Dieses Pokemon hat einfach alles Wegrazionalisiert, was Pokemon ausmacht. Es gibt kein PVP, nur eine Handvoll Trainer kÃ¤mpfen, keine Ligen oder wirklichen Challenges, keinen richtigen Plot (hatte Pokemon nie aber man hier ist die Story echt flach) usw. Die Gelbcolorierten Boss Pokemon muss man auch nicht bekÃ¤mpfen, es reicht zu Rollen und dem Vieh ein SÃ¤ckchen an die Birne zu werfen dabei wirkt es nicht sehr fordernd.Das Spiel bietet eigentlich nichts ausser Grind, da du x-mal dieses Pokemon fangen musst, x-Beeren geben sollst und x-mal dieses Pokemon Person A-Z zeigen sollst. Die hohen Wertungen, kann ich nur verstehen, wenn sie von Casual Spielern kommen, welche leider ausser den Mobilegames keine wirkliche Gaming Erfahrung besitzen. Ich sage nicht das Spiel kann einem nicht Spass machen aber fÃ¼r mich jedenfalls ist dieser ewige Grind und die Wiederholenden Aufgaben mit der minimalistischen Grafik und der etwa 20h beschÃ¤ftigungs Foltertherapie nichts.Positiv: - Was neues probiertNegativ: - Freche MH Rise Kopie von Mechaniken (Map mit Biomen, Quest Dorf, crafting, etc) in viel schlechter- Unterirdische Grafik- Wiederholender langweiliger Loop und Grind- keine Voice Ausgabe in 2022 (Das wÃ¤re doch mal ein Fortschritt)- Nur etwas mehr als 200 Pokemon- Keine guten Funktionen aus Ã¤lteren Teilen Ã¼bernommen (Mega Entwicklung, Schwierigkeitsgrad, Pvp etc)- Reduktion der Attackenmovesets auf ein Mimimum- Kein Multiplayer- Framerate einbrÃ¼che aus der HÃ¶hle- Wird sich verkaufen wie heisse Schokolade weil halt Pokemon drauf stehtFazit: Hiesse dieses Spiel nicht Pokemon, dann wÃ¼rde es wohl als schlechter Monster Hunter Rise Wannabe Klon abgestempelt werden. Nostalgie ist echt ein Grausamer ?ich Aktzeptiere alles Faktor??",30-Jan-22,2,0.234042553,1,1,0
921,Low effort slop from the highest grossing franchise in the world. Plays and looks like a unity asset flip,30-Jan-22,2,0.153846154,1,1,0
922,after a few hours the same man again and again feels like a bad mobile phone game it's not the full price,30-Jan-22,2,0.153846154,1,1,0
923,"It is just a disrespect to players to deal with such an outdated graphics, if GF doesn't know how to develop a 3D game they should stick to 2D.The game itself could be a nice spin-off from the main series more focused on the grinding and ""lore"", the main problem with it is that the open-map world feels empty, you can't interact with anything but the small number of pokemon you find along the way. Overall it kills the immersion and make you feel bored pretty soon.",31-Jan-22,2,0.185185185,2,3,0
